regulator,gene_id,gene_name,effect,source
rpoD,STM2651,STM2651,+,RegulonDB
rpoD,STM2660,STM2660,+,RegulonDB
rpoD,STM2667,STM2667,+,RegulonDB
rpoD,STM2669,STM2669,+,RegulonDB
rpoD,STM2670,STM2670,+,RegulonDB
rpoD,STM2671,STM2671,+,RegulonDB
rpoD,STM2672,STM2672,+,RegulonDB
rpoD,STM2673,STM2673,+,RegulonDB
rpoD,STM2674,STM2674,+,RegulonDB
rpoD,STM2675,STM2675,+,RegulonDB
rpoD,STM2676,STM2676,+,RegulonDB
rpoD,STM2684,STM2684,+,RegulonDB
rpoD,STM2791,STM2791,+,RegulonDB
rpoD,STM2792,STM2792,+,RegulonDB
rpoD,STM2793,STM2793,+,RegulonDB
rpoD,STM2799,STM2799,+,RegulonDB
rpoD,STM2800,STM2800,+,RegulonDB
rpoD,STM2805,STM2805,+,RegulonDB
rpoD,STM2806,STM2806,+,RegulonDB
rpoD,STM2807,STM2807,+,RegulonDB
rpoD,STM2808,STM2808,+,RegulonDB
rpoD,STM2809,STM2809,+,RegulonDB
rpoD,STM2810,STM2810,+,RegulonDB
rpoD,STM2811,STM2811,+,RegulonDB
rpoD,STM2813,STM2813,+,RegulonDB
rpoD,STM2814,STM2814,+,RegulonDB
rpoD,STM2815,STM2815,+,RegulonDB
rpoD,STM2826,STM2826,+,RegulonDB
rpoD,STM2828,STM2828,+,RegulonDB
rpoD,STM2829,STM2829,+,RegulonDB
rpoD,STM2832,STM2832,+,RegulonDB
rpoD,STM2833,STM2833,+,RegulonDB
rpoD,STM2834,STM2834,+,RegulonDB
rpoD,STM2835,STM2835,+,RegulonDB
rpoD,STM2836,STM2836,+,RegulonDB
rpoD,STM2837,STM2837,+,RegulonDB
rpoD,STM2838,STM2838,+,RegulonDB
rpoD,STM2842,STM2842,+,RegulonDB
rpoD,STM2924,STM2924,+,RegulonDB
rpoD,STM2925,STM2925,+,RegulonDB
rpoD,STM2926,STM2926,+,RegulonDB
rpoD,STM2927,STM2927,+,RegulonDB
rpoD,STM2933,STM2933,+,RegulonDB
rpoD,STM2934,STM2934,+,RegulonDB
rpoD,STM2935,STM2935,+,RegulonDB
rpoD,STM2937,STM2937,+,RegulonDB
rpoD,STM2938,STM2938,+,RegulonDB
rpoD,STM2939,STM2939,+,RegulonDB
rpoD,STM2941,STM2941,+,RegulonDB
rpoD,STM2946,STM2946,+,RegulonDB
rpoD,STM2947,STM2947,+,RegulonDB
rpoD,STM2948,STM2948,+,RegulonDB
rpoD,STM2952,STM2952,+,RegulonDB
rpoD,STM2956,STM2956,+,RegulonDB
rpoD,STM2973,STM2973,+,RegulonDB
rpoD,STM2974,STM2974,+,RegulonDB
rpoD,STM3792,STM3792,+,RegulonDB
rpoD,STM2976,STM2976,+,RegulonDB
rpoD,STM2977,STM2977,+,RegulonDB
rpoD,STM2978,STM2978,+,RegulonDB
rpoD,STM2979,STM2979,+,RegulonDB
rpoD,STM2982,STM2982,+,RegulonDB
rpoD,STM2992,STM2992,+,RegulonDB
rpoD,STM2993,STM2993,+,RegulonDB
rpoD,STM2994,STM2994,+,RegulonDB
rpoD,STM2995,STM2995,+,RegulonDB
rpoD,STM2996,STM2996,+,RegulonDB
rpoD,STM3001,STM3001,+,RegulonDB
rpoD,STM3002,STM3002,+,RegulonDB
rpoD,STM3011,STM3011,+,RegulonDB
rpoD,STM3013,STM3013,+,RegulonDB
rpoD,STM3014,STM3014,+,RegulonDB
rpoD,STM3015,STM3015,+,RegulonDB
rpoD,STM3016,STM3016,+,RegulonDB
rpoD,STM3042,STM3042,+,RegulonDB
rpoD,STM3043,STM3043,+,RegulonDB
rpoD,STM3044,STM3044,+,RegulonDB
rpoD,STM3045,STM3045,+,RegulonDB
rpoD,STM3053,STM3053,+,RegulonDB
rpoD,STM3054,STM3054,+,RegulonDB
rpoD,STM3055,STM3055,+,RegulonDB
rpoD,STM3056,STM3056,+,RegulonDB
rpoD,STM3057,STM3057,+,RegulonDB
rpoD,STM3058,STM3058,+,RegulonDB
rpoD,STM3059,STM3059,+,RegulonDB
rpoD,STM3061,STM3061,+,RegulonDB
rpoD,STM3062,STM3062,+,RegulonDB
rpoD,STM3066,STM3066,+,RegulonDB
rpoD,STM3068,STM3068,+,RegulonDB
rpoD,STM3069,STM3069,+,RegulonDB
rpoD,STM3070,STM3070,+,RegulonDB
rpoD,STM3077,STM3077,+,RegulonDB
rpoD,STM3078,STM3078,+,RegulonDB
rpoD,STM3086,STM3086,+,RegulonDB
rpoD,STM3090,STM3090,+,RegulonDB
rpoD,STM3091,STM3091,+,RegulonDB
rpoD,STM3106,STM3106,+,RegulonDB
rpoD,STM3113,STM3113,+,RegulonDB
rpoD,STM3143,STM3143,+,RegulonDB
rpoD,STM3144,STM3144,+,RegulonDB
rpoD,STM3145,STM3145,+,RegulonDB
rpoD,STM3146,STM3146,+,RegulonDB
rpoD,STM3147,STM3147,+,RegulonDB
rpoD,STM3148,STM3148,+,RegulonDB
rpoD,STM3149,STM3149,+,RegulonDB
rpoD,STM3150,STM3150,+,RegulonDB
rpoD,STM3158,STM3158,+,RegulonDB
rpoD,STM3159,STM3159,+,RegulonDB
rpoD,STM3161,STM3161,+,RegulonDB
rpoD,STM3164,STM3164,+,RegulonDB
rpoD,STM3165,STM3165,+,RegulonDB
rpoD,STM3177,STM3177,+,RegulonDB
rpoD,STM3178,STM3178,+,RegulonDB
rpoD,STM3355,STM3355,+,RegulonDB
rpoD,STM3354,STM3354,+,RegulonDB
rpoD,STM3209,STM3209,+,RegulonDB
rpoD,STM3210,STM3210,+,RegulonDB
rpoD,STM3211,STM3211,+,RegulonDB
rpoD,STM3214,STM3214,+,RegulonDB
rpoD,STM4030,STM4030,+,RegulonDB
rpoD,STM4031,STM4031,+,RegulonDB
rpoD,STM3137,STM3137,+,RegulonDB
rpoD,STM3226,STM3226,+,RegulonDB
rpoD,STM3227,STM3227,+,RegulonDB
rpoD,STM3247,STM3247,+,RegulonDB
rpoD,STM3248,STM3248,+,RegulonDB
rpoD,STM3249,STM3249,+,RegulonDB
rpoD,STM0574,STM0574,+,RegulonDB
rpoD,STM3279,STM3279,+,RegulonDB
rpoD,STM3280,STM3280,+,RegulonDB
rpoD,STM3282,STM3282,+,RegulonDB
rpoD,STM3283,STM3283,+,RegulonDB
rpoD,STM3284,STM3284,+,RegulonDB
rpoD,STM3285,STM3285,+,RegulonDB
rpoD,STM3286,STM3286,+,RegulonDB
rpoD,STM3287,STM3287,+,RegulonDB
rpoD,STM3288,STM3288,+,RegulonDB
rpoD,STM3290,STM3290,+,RegulonDB
rpoD,STM3293,STM3293,+,RegulonDB
rpoD,STM3296,STM3296,+,RegulonDB
rpoD,STM3297,STM3297,+,RegulonDB
rpoD,STM3299,STM3299,+,RegulonDB
rpoD,STM3301,STM3301,+,RegulonDB
rpoD,STM3303,STM3303,+,RegulonDB
rpoD,STM3304,STM3304,+,RegulonDB
rpoD,STM3314,STM3314,+,RegulonDB
rpoD,STM3315,STM3315,+,RegulonDB
rpoD,STM3316,STM3316,+,RegulonDB
rpoD,STM3317,STM3317,+,RegulonDB
rpoD,STM3318,STM3318,+,RegulonDB
rpoD,STM3319,STM3319,+,RegulonDB
rpoD,STM3320,STM3320,+,RegulonDB
rpoD,STM3321,STM3321,+,RegulonDB
rpoD,STM3322,STM3322,+,RegulonDB
rpoD,STM3323,STM3323,+,RegulonDB
rpoD,STM3324,STM3324,+,RegulonDB
rpoD,STM3330,STM3330,+,RegulonDB
rpoD,STM3331,STM3331,+,RegulonDB
rpoD,STM4575,STM4575,+,RegulonDB
rpoD,STM3335,STM3335,+,RegulonDB
rpoD,STM3336,STM3336,+,RegulonDB
rpoD,STM3337,STM3337,+,RegulonDB
rpoD,STM3338,STM3338,+,RegulonDB
rpoD,STM3339,STM3339,+,RegulonDB
rpoD,STM3344,STM3344,+,RegulonDB
rpoD,STM3345,STM3345,+,RegulonDB
rpoD,STM3348,STM3348,+,RegulonDB
rpoD,STM3349,STM3349,+,RegulonDB
rpoD,STM3359,STM3359,+,RegulonDB
rpoD,STM3360,STM3360,+,RegulonDB
rpoD,STM3372,STM3372,+,RegulonDB
rpoD,STM3373,STM3373,+,RegulonDB
rpoD,STM3374,STM3374,+,RegulonDB
rpoD,STM3379,STM3379,+,RegulonDB
rpoD,STM3380,STM3380,+,RegulonDB
rpoD,STM3381,STM3381,+,RegulonDB
rpoD,STM3382,STM3382,+,RegulonDB
rpoD,STM3383,STM3383,+,RegulonDB
rpoD,STM3384,STM3384,+,RegulonDB
rpoD,STM3385,STM3385,+,RegulonDB
rpoD,STM3390,STM3390,+,RegulonDB
rpoD,STM3391,STM3391,+,RegulonDB
rpoD,STM3406,STM3406,+,RegulonDB
rpoD,STM3407,STM3407,+,RegulonDB
rpoD,STM3414,STM3414,+,RegulonDB
rpoD,STM3415,STM3415,+,RegulonDB
rpoD,STM3416,STM3416,+,RegulonDB
rpoD,STM3417,STM3417,+,RegulonDB
rpoD,STM3418,STM3418,+,RegulonDB
rpoD,STM3431,STM3431,+,RegulonDB
rpoD,STM3432,STM3432,+,RegulonDB
rpoD,STM3433,STM3433,+,RegulonDB
rpoD,STM3434,STM3434,+,RegulonDB
rpoD,STM3435,STM3435,+,RegulonDB
rpoD,STM3436,STM3436,+,RegulonDB
rpoD,STM3437,STM3437,+,RegulonDB
rpoD,STM3438,STM3438,+,RegulonDB
rpoD,STM3439,STM3439,+,RegulonDB
rpoD,STM3440,STM3440,+,RegulonDB
rpoD,STM3441,STM3441,+,RegulonDB
rpoD,STM4146,STM4146,+,RegulonDB
rpoD,STM3465,STM3465,+,RegulonDB
rpoD,STM3466,STM3466,+,RegulonDB
rpoD,STM3468,STM3468,+,RegulonDB
rpoD,STM3469,STM3469,+,RegulonDB
rpoD,STM3472,STM3472,+,RegulonDB
rpoD,STM3474,STM3474,+,RegulonDB
rpoD,STM3475,STM3475,+,RegulonDB
rpoD,STM3476,STM3476,+,RegulonDB
rpoD,STM3477,STM3477,+,RegulonDB
rpoD,STM3481,STM3481,+,RegulonDB
rpoD,STM3482,STM3482,+,RegulonDB
rpoD,STM3483,STM3483,+,RegulonDB
rpoD,STM3484,STM3484,+,RegulonDB
rpoD,STM3485,STM3485,+,RegulonDB
rpoD,STM3486,STM3486,+,RegulonDB
rpoD,STM3487,STM3487,+,RegulonDB
rpoD,STM3500,STM3500,+,RegulonDB
rpoD,STM3501,STM3501,+,RegulonDB
rpoD,STM3502,STM3502,+,RegulonDB
rpoD,STM3505,STM3505,+,RegulonDB
rpoD,STM3506,STM3506,+,RegulonDB
rpoD,STM3507,STM3507,+,RegulonDB
rpoD,STM3510,STM3510,+,RegulonDB
rpoD,STM3511,STM3511,+,RegulonDB
rpoD,STM3512,STM3512,+,RegulonDB
rpoD,STM3513,STM3513,+,RegulonDB
rpoD,STM3514,STM3514,+,RegulonDB
rpoD,STM3515,STM3515,+,RegulonDB
rpoD,STM3526,STM3526,+,RegulonDB
rpoD,STM3534,STM3534,+,RegulonDB
rpoD,STM3535,STM3535,+,RegulonDB
rpoD,STM3536,STM3536,+,RegulonDB
rpoD,STM3537,STM3537,+,RegulonDB
rpoD,STM3538,STM3538,+,RegulonDB
rpoD,STM3542,STM3542,+,RegulonDB
rpoD,STM3543,STM3543,+,RegulonDB
rpoD,STM3546,STM3546,+,RegulonDB
rpoD,STM3553,STM3553,+,RegulonDB
rpoD,STM3554,STM3554,+,RegulonDB
rpoD,STM3555,STM3555,+,RegulonDB
rpoD,STM3556,STM3556,+,RegulonDB
rpoD,STM3557,STM3557,+,RegulonDB
rpoD,STM3560,STM3560,+,RegulonDB
rpoD,STM3561,STM3561,+,RegulonDB
rpoD,STM3562,STM3562,+,RegulonDB
rpoD,STM3563,STM3563,+,RegulonDB
rpoD,STM3564,STM3564,+,RegulonDB
rpoD,STM3567,STM3567,+,RegulonDB
rpoD,STM3568,STM3568,+,RegulonDB
rpoD,STM3576,STM3576,+,RegulonDB
rpoD,STM3591,STM3591,+,RegulonDB
rpoD,STM3597,STM3597,+,RegulonDB
rpoD,STM1562,STM1562,+,RegulonDB
rpoD,STM3820,STM3820,+,RegulonDB
rpoD,STM3614,STM3614,+,RegulonDB
rpoD,STM3617,STM3617,+,RegulonDB
rpoD,STM3618,STM3618,+,RegulonDB
rpoD,STM3621,STM3621,+,RegulonDB
rpoD,STM3622,STM3622,+,RegulonDB
rpoD,STM3623,STM3623,+,RegulonDB
rpoD,STM3624,STM3624,+,RegulonDB
rpoD,STM3626,STM3626,+,RegulonDB
rpoD,STM3627,STM3627,+,RegulonDB
rpoD,STM3628,STM3628,+,RegulonDB
rpoD,STM3629,STM3629,+,RegulonDB
rpoD,STM3630,STM3630,+,RegulonDB
rpoD,STM3635,STM3635,+,RegulonDB
rpoD,STM2574,STM2574,+,RegulonDB
rpoD,STM3649,STM3649,+,RegulonDB
rpoD,STM3655,STM3655,+,RegulonDB
rpoD,STM3656,STM3656,+,RegulonDB
rpoD,STM3664,STM3664,+,RegulonDB
rpoD,STM3667,STM3667,+,RegulonDB
rpoD,STM3668,STM3668,+,RegulonDB
rpoD,STM3669,STM3669,+,RegulonDB
rpoD,STM3671,STM3671,+,RegulonDB
rpoD,STM3672,STM3672,+,RegulonDB
rpoD,STM3673,STM3673,+,RegulonDB
rpoD,STM3674,STM3674,+,RegulonDB
rpoD,STM3675,STM3675,+,RegulonDB
rpoD,STM3676,STM3676,+,RegulonDB
rpoD,STM3677,STM3677,+,RegulonDB
rpoD,STM3685,STM3685,+,RegulonDB
rpoD,STM3686,STM3686,+,RegulonDB
rpoD,STM3687,STM3687,+,RegulonDB
rpoD,STM3692,STM3692,+,RegulonDB
rpoD,STM3693,STM3693,+,RegulonDB
rpoD,STM3694,STM3694,+,RegulonDB
rpoD,STM3700,STM3700,+,RegulonDB
rpoD,STM3701,STM3701,+,RegulonDB
rpoD,STM3702,STM3702,+,RegulonDB
rpoD,STM3703,STM3703,+,RegulonDB
rpoD,STM3707,STM3707,+,RegulonDB
rpoD,STM3708,STM3708,+,RegulonDB
rpoD,STM3709,STM3709,+,RegulonDB
rpoD,STM3710,STM3710,+,RegulonDB
rpoD,STM3711,STM3711,+,RegulonDB
rpoD,STM3712,STM3712,+,RegulonDB
rpoD,STM3715,STM3715,+,RegulonDB
rpoD,STM3716,STM3716,+,RegulonDB
rpoD,STM3717,STM3717,+,RegulonDB
rpoD,STM3718,STM3718,+,RegulonDB
rpoD,STM3719,STM3719,+,RegulonDB
rpoD,STM3721,STM3721,+,RegulonDB
rpoD,STM3722,STM3722,+,RegulonDB
rpoD,STM3723,STM3723,+,RegulonDB
rpoD,STM3724,STM3724,+,RegulonDB
rpoD,STM3725,STM3725,+,RegulonDB
rpoD,STM3731,STM3731,+,RegulonDB
rpoD,STM3732,STM3732,+,RegulonDB
rpoD,STM3740,STM3740,+,RegulonDB
rpoD,STM3741,STM3741,+,RegulonDB
rpoD,STM3742,STM3742,+,RegulonDB
rpoD,STM3743,STM3743,+,RegulonDB
rpoD,STM3744,STM3744,+,RegulonDB
rpoD,STM3787,STM3787,+,RegulonDB
rpoD,STM3795,STM3795,+,RegulonDB
rpoD,STM3796,STM3796,+,RegulonDB
rpoD,STM3797,STM3797,+,RegulonDB
rpoD,STM3835,STM3835,+,RegulonDB
rpoD,STM3836,STM3836,+,RegulonDB
rpoD,STM3837,STM3837,+,RegulonDB
rpoD,STM3838,STM3838,+,RegulonDB
rpoD,STM3853,STM3853,+,RegulonDB
rpoD,STM3854,STM3854,+,RegulonDB
rpoD,STM3855,STM3855,+,RegulonDB
rpoD,STM3856,STM3856,+,RegulonDB
rpoD,STM3857,STM3857,+,RegulonDB
rpoD,STM3861,STM3861,+,RegulonDB
rpoD,STM3862,STM3862,+,RegulonDB
rpoD,STM3864,STM3864,+,RegulonDB
rpoD,STM3865,STM3865,+,RegulonDB
rpoD,STM3866,STM3866,+,RegulonDB
rpoD,STM3867,STM3867,+,RegulonDB
rpoD,STM3868,STM3868,+,RegulonDB
rpoD,STM3869,STM3869,+,RegulonDB
rpoD,STM3870,STM3870,+,RegulonDB
rpoD,STM3871,STM3871,+,RegulonDB
rpoD,STM3872,STM3872,+,RegulonDB
rpoD,STM3873,STM3873,+,RegulonDB
rpoD,STM3874,STM3874,+,RegulonDB
rpoD,STM3875,STM3875,+,RegulonDB
rpoD,STM3876,STM3876,+,RegulonDB
rpoD,STM3877,STM3877,+,RegulonDB
rpoD,STM3881,STM3881,+,RegulonDB
rpoD,STM3882,STM3882,+,RegulonDB
rpoD,STM3883,STM3883,+,RegulonDB
rpoD,STM3884,STM3884,+,RegulonDB
rpoD,STM3885,STM3885,+,RegulonDB
rpoD,STM3886,STM3886,+,RegulonDB
rpoD,STM3900,STM3900,+,RegulonDB
rpoD,STM3902,STM3902,+,RegulonDB
rpoD,STM3903,STM3903,+,RegulonDB
rpoD,STM3904,STM3904,+,RegulonDB
rpoD,STM3905,STM3905,+,RegulonDB
rpoD,STM3908,STM3908,+,RegulonDB
rpoD,STM3909,STM3909,+,RegulonDB
rpoD,STM3912,STM3912,+,RegulonDB
rpoD,STM3915,STM3915,+,RegulonDB
rpoD,STM3918,STM3918,+,RegulonDB
rpoD,STM3919,STM3919,+,RegulonDB
rpoD,STM3920,STM3920,+,RegulonDB
rpoD,STM3921,STM3921,+,RegulonDB
rpoD,STM3922,STM3922,+,RegulonDB
rpoD,STM3924,STM3924,+,RegulonDB
rpoD,STM3925,STM3925,+,RegulonDB
rpoD,STM3926,STM3926,+,RegulonDB
rpoD,STM3928,STM3928,+,RegulonDB
rpoD,STM3929,STM3929,+,RegulonDB
rpoD,STM3939,STM3939,+,RegulonDB
rpoD,STM3947,STM3947,+,RegulonDB
rpoD,STM3948,STM3948,+,RegulonDB
rpoD,STM3949,STM3949,+,RegulonDB
rpoD,STM3950,STM3950,+,RegulonDB
rpoD,STM3951,STM3951,+,RegulonDB
rpoD,STM3952,STM3952,+,RegulonDB
rpoD,STM3957,STM3957,+,RegulonDB
rpoD,STM3958,STM3958,+,RegulonDB
rpoD,STM3967,STM3967,+,RegulonDB
rpoD,STM3968,STM3968,+,RegulonDB
rpoD,STM3973,STM3973,+,RegulonDB
rpoD,STM3974,STM3974,+,RegulonDB
rpoD,STM3975,STM3975,+,RegulonDB
rpoD,STM3982,STM3982,+,RegulonDB
rpoD,STM3983,STM3983,+,RegulonDB
rpoD,STM3996,STM3996,+,RegulonDB
rpoD,STM3997,STM3997,+,RegulonDB
rpoD,STM4003,STM4003,+,RegulonDB
rpoD,STM4004,STM4004,+,RegulonDB
rpoD,STM4005,STM4005,+,RegulonDB
rpoD,STM4006,STM4006,+,RegulonDB
rpoD,STM4007,STM4007,+,RegulonDB
rpoD,STM4045,STM4045,+,RegulonDB
rpoD,STM4046,STM4046,+,RegulonDB
rpoD,STM4047,STM4047,+,RegulonDB
rpoD,STM4048,STM4048,+,RegulonDB
rpoD,STM4049,STM4049,+,RegulonDB
rpoD,STM4050,STM4050,+,RegulonDB
rpoD,STM4055,STM4055,+,RegulonDB
rpoD,STM4058,STM4058,+,RegulonDB
rpoD,STM4059,STM4059,+,RegulonDB
rpoD,STM4062,STM4062,+,RegulonDB
rpoD,STM4081,STM4081,+,RegulonDB
rpoD,STM4084,STM4084,+,RegulonDB
rpoD,STM4085,STM4085,+,RegulonDB
rpoD,STM4086,STM4086,+,RegulonDB
rpoD,STM4087,STM4087,+,RegulonDB
rpoD,STM4089,STM4089,+,RegulonDB
rpoD,STM4090,STM4090,+,RegulonDB
rpoD,STM4094,STM4094,+,RegulonDB
rpoD,STM4099,STM4099,+,RegulonDB
rpoD,STM4100,STM4100,+,RegulonDB
rpoD,STM4101,STM4101,+,RegulonDB
rpoD,STM4105,STM4105,+,RegulonDB
rpoD,STM4106,STM4106,+,RegulonDB
rpoD,STM4120,STM4120,+,RegulonDB
rpoD,STM4121,STM4121,+,RegulonDB
rpoD,STM4122,STM4122,+,RegulonDB
rpoD,STM4123,STM4123,+,RegulonDB
rpoD,STM4125,STM4125,+,RegulonDB
rpoD,STM4130,STM4130,+,RegulonDB
rpoD,STM4131,STM4131,+,RegulonDB
rpoD,STM4165,STM4165,+,RegulonDB
rpoD,STM4175,STM4175,+,RegulonDB
rpoD,STM4176,STM4176,+,RegulonDB
rpoD,STM4182,STM4182,+,RegulonDB
rpoD,STM4183,STM4183,+,RegulonDB
rpoD,STM4184,STM4184,+,RegulonDB
rpoD,STM4185,STM4185,+,RegulonDB
rpoD,STM4188,STM4188,+,RegulonDB
rpoD,STM4220,STM4220,+,RegulonDB
rpoD,STM4221,STM4221,+,RegulonDB
rpoD,STM4222,STM4222,+,RegulonDB
rpoD,STM4223,STM4223,+,RegulonDB
rpoD,STM4224,STM4224,+,RegulonDB
rpoD,STM4225,STM4225,+,RegulonDB
rpoD,STM4226,STM4226,+,RegulonDB
rpoD,STM4227,STM4227,+,RegulonDB
rpoD,STM4228,STM4228,+,RegulonDB
rpoD,STM4229,STM4229,+,RegulonDB
rpoD,STM4230,STM4230,+,RegulonDB
rpoD,STM4231,STM4231,+,RegulonDB
rpoD,STM4232,STM4232,+,RegulonDB
rpoD,STM4233,STM4233,+,RegulonDB
rpoD,STM4234,STM4234,+,RegulonDB
rpoD,STM4237,STM4237,+,RegulonDB
rpoD,STM4238,STM4238,+,RegulonDB
rpoD,STM4248,STM4248,+,RegulonDB
rpoD,STM4254,STM4254,+,RegulonDB
rpoD,STM4256,STM4256,+,RegulonDB
rpoD,STM4265,STM4265,+,RegulonDB
rpoD,STM4266,STM4266,+,RegulonDB
rpoD,STM4273,STM4273,+,RegulonDB
rpoD,STM4274,STM4274,+,RegulonDB
rpoD,STM4275,STM4275,+,RegulonDB
rpoD,STM4277,STM4277,+,RegulonDB
rpoD,STM4278,STM4278,+,RegulonDB
rpoD,STM4279,STM4279,+,RegulonDB
rpoD,STM4280,STM4280,+,RegulonDB
rpoD,STM4282,STM4282,+,RegulonDB
rpoD,STM4287,STM4287,+,RegulonDB
rpoD,STM4290,STM4290,+,RegulonDB
rpoD,STM4296,STM4296,+,RegulonDB
rpoD,STM4297,STM4297,+,RegulonDB
rpoD,STM4298,STM4298,+,RegulonDB
rpoD,STM4299,STM4299,+,RegulonDB
rpoD,STM4300,STM4300,+,RegulonDB
rpoD,STM4301,STM4301,+,RegulonDB
rpoD,STM4303,STM4303,+,RegulonDB
rpoD,STM4304,STM4304,+,RegulonDB
rpoD,STM2559,STM2559,+,RegulonDB
rpoD,STM2558,STM2558,+,RegulonDB
rpoD,STM2557,STM2557,+,RegulonDB
rpoD,STM4324,STM4324,+,RegulonDB
rpoD,STM4325,STM4325,+,RegulonDB
rpoD,STM4326,STM4326,+,RegulonDB
rpoD,STM4329,STM4329,+,RegulonDB
rpoD,STM4330,STM4330,+,RegulonDB
rpoD,STM4334,STM4334,+,RegulonDB
rpoD,STM4340,STM4340,+,RegulonDB
rpoD,STM4341,STM4341,+,RegulonDB
rpoD,STM4342,STM4342,+,RegulonDB
rpoD,STM4343,STM4343,+,RegulonDB
rpoD,STM4356,STM4356,+,RegulonDB
rpoD,STM4357,STM4357,+,RegulonDB
rpoD,STM4358,STM4358,+,RegulonDB
rpoD,STM4359,STM4359,+,RegulonDB
rpoD,STM4360,STM4360,+,RegulonDB
rpoD,STM4361,STM4361,+,RegulonDB
rpoD,STM4362,STM4362,+,RegulonDB
rpoD,STM4363,STM4363,+,RegulonDB
rpoD,STM4364,STM4364,+,RegulonDB
rpoD,STM4366,STM4366,+,RegulonDB
rpoD,STM4377,STM4377,+,RegulonDB
rpoD,STM4383,STM4383,+,RegulonDB
rpoD,STM4384,STM4384,+,RegulonDB
rpoD,STM4385,STM4385,+,RegulonDB
rpoD,STM4386,STM4386,+,RegulonDB
rpoD,STM4387,STM4387,+,RegulonDB
rpoD,STM4388,STM4388,+,RegulonDB
rpoD,STM4391,STM4391,+,RegulonDB
rpoD,STM4392,STM4392,+,RegulonDB
rpoD,STM4393,STM4393,+,RegulonDB
rpoD,STM4394,STM4394,+,RegulonDB
rpoD,STM4403,STM4403,+,RegulonDB
rpoD,STM4416,STM4416,+,RegulonDB
rpoD,STM4451,STM4451,+,RegulonDB
rpoD,STM4452,STM4452,+,RegulonDB
rpoD,STM4453,STM4453,+,RegulonDB
rpoD,STM4455,STM4455,+,RegulonDB
rpoD,STM4456,STM4456,+,RegulonDB
rpoD,STM1675,STM1675,+,RegulonDB
rpoD,STM4469,STM4469,+,RegulonDB
rpoD,STM4470,STM4470,+,RegulonDB
rpoD,STM4475,STM4475,+,RegulonDB
rpoD,STM4477,STM4477,+,RegulonDB
rpoD,STM4481,STM4481,+,RegulonDB
rpoD,STM4485,STM4485,+,RegulonDB
rpoD,STM0716,STM0716,+,RegulonDB
rpoD,STM3135,STM3135,+,RegulonDB
rpoD,STM3136,STM3136,+,RegulonDB
rpoD,STM4507,STM4507,+,RegulonDB
rpoD,STM4523,STM4523,+,RegulonDB
rpoD,STM4533,STM4533,+,RegulonDB
rpoD,STM4547,STM4547,+,RegulonDB
rpoD,STM4548,STM4548,+,RegulonDB
rpoD,STM4550,STM4550,+,RegulonDB
rpoD,STM4561,STM4561,+,RegulonDB
rpoD,STM4567,STM4567,+,RegulonDB
rpoD,STM4568,STM4568,+,RegulonDB
rpoD,STM4569,STM4569,+,RegulonDB
rpoD,STM4570,STM4570,+,RegulonDB
rpoD,STM4583,STM4583,+,RegulonDB
rpoD,STM4587,STM4587,+,RegulonDB
rpoD,STM4588,STM4588,+,RegulonDB
rpoD,STM4589,STM4589,+,RegulonDB
rpoD,STM4590,STM4590,+,RegulonDB
rpoD,STM4598,STM4598,+,RegulonDB
rpoD,STM3541,STM3541,+,RegulonDB
rpoD,STM3927,STM3927,+,RegulonDB
rpoD,STM3976,STM3976,+,RegulonDB
rpoD,STM4060,STM4060,+,RegulonDB
rpoD,STM0470,STM0470,+,RegulonDB
rpoD,STM0587,STM0587,+,RegulonDB
rpoD,STM0707,STM0707,+,RegulonDB
rpoD,STM2484,STM2484,+,RegulonDB
rpoD,STM3946,STM3946,+,RegulonDB
rpoD,STM4552,STM4552,+,RegulonDB
rpoE,STM0088,STM0088,+,RegulonDB
rpoE,STM0089,STM0089,+,RegulonDB
rpoE,STM0090,STM0090,+,RegulonDB
rpoE,STM0091,STM0091,+,RegulonDB
rpoE,STM0092,STM0092,+,RegulonDB
rpoE,STM0093,STM0093,+,RegulonDB
rpoE,STM0209,STM0209,+,RegulonDB
rpoE,STM0223,STM0223,+,RegulonDB
rpoE,STM0224,STM0224,+,RegulonDB
rpoE,STM0225,STM0225,+,RegulonDB
rpoE,STM0226,STM0226,+,RegulonDB
rpoE,STM0227,STM0227,+,RegulonDB
rpoE,STM0228,STM0228,+,RegulonDB
rpoE,STM0229,STM0229,+,RegulonDB
rpoE,STM0230,STM0230,+,RegulonDB
rpoE,STM0231,STM0231,+,RegulonDB
rpoE,STM0566,STM0566,+,RegulonDB
rpoE,STM0565,STM0565,+,RegulonDB
rpoE,STM0564,STM0564,+,RegulonDB
rpoE,STM0376,STM0376,+,RegulonDB
rpoE,STM0377,STM0377,+,RegulonDB
rpoE,STM0449,STM0449,+,RegulonDB
rpoE,STM0450,STM0450,+,RegulonDB
rpoE,STM0454,STM0454,+,RegulonDB
rpoE,STM0485,STM0485,+,RegulonDB
rpoE,STM0486,STM0486,+,RegulonDB
rpoE,STM1028,STM1028,+,RegulonDB
rpoE,STM0908,STM0908,+,RegulonDB
rpoE,STM0609,STM0609,+,RegulonDB
rpoE,STM0936,STM0936,+,RegulonDB
rpoE,STM0937,STM0937,+,RegulonDB
rpoE,STM1122,STM1122,+,RegulonDB
rpoE,STM1150,STM1150,+,RegulonDB
