,TRANSCRIPTION_UNIT_ID,PROMOTER_ID,TRANSCRIPTION_UNIT_NAME,OPERON_ID,TU_POSLEFT,TU_POSRIGHT,TU_STRAND,POS_1
2572,ECK120027488,,yqgEF,ECK120028441,3092937,3093916,forward,
2573,ECK120027489,,yggSTU-rdgB-yggW,ECK120028442,3095098,3098403,forward,
2574,ECK120027490,,yggM,ECK120028443,3098558,3099565,reverse,
2575,ECK120027491,,trmI-yggL,ECK120030492,3101807,3102852,reverse,
2576,ECK120027492,,yqgA,ECK120028445,3109553,3110260,forward,
2577,ECK120027493,,yghED,ECK120028446,3110590,3111988,reverse,
2578,ECK120027495,,yghG,ECK120028447,3113067,3113477,reverse,
2579,ECK120027496,,pppA,ECK120028448,3113543,3114352,reverse,
2580,ECK120027497,,yghJ,ECK120028449,3114550,3119112,reverse,
2581,ECK120027498,,yghQ,ECK120028450,3131341,3132408,reverse,
2582,ECK120027499,,yghSR,ECK120028451,3132454,3133957,reverse,
2583,ECK120027500,ECK120029525,pitB,ECK120028452,3134872,3136403,reverse,3136403.0
2584,ECK120027501,ECK120034306,gss,ECK125134992,3136663,3138610,reverse,3138610.0
2585,ECK120027502,,yghW,ECK120028454,3146450,3146737,reverse,
2586,ECK120027503,,yghX_2X_1,ECK125108696,3146856,3147619,reverse,
2587,ECK120027504,ECK120034308,yghB,ECK120028456,3153529,3154222,forward,3153529.0
2588,ECK120027505,ECK125109861,yqhD-dkgA,ECK125135282,3155217,3157450,forward,3155302.0
2589,ECK120027506,ECK120034309,dkgA,ECK125135282,3156571,3157450,forward,3156571.0
2590,ECK120027507,ECK125165398,yqhG,ECK120028459,3157491,3158576,forward,3157545.0
2591,ECK120027508,,yqhH,ECK120028460,3158627,3158884,forward,
2592,ECK120027509,,ygiQ,ECK120028461,3158927,3161146,reverse,
2593,ECK120027510,,ftsP,ECK120033229,3161257,3162669,reverse,
2594,ECK120027511,,parC,ECK120028463,3163715,3165973,reverse,
2595,ECK120027512,,ygiS,ECK120028464,3166111,3167718,reverse,
2596,ECK120027513,ECK120051399,mqsRA,ECK125108697,3167851,3168653,reverse,3168653.0
2597,ECK120027514,,ygiV,ECK120028465,3168749,3169231,reverse,
2598,ECK120027515,,ygiW,ECK120028466,3169284,3169676,reverse,
2599,ECK120027516,,mdaB,ECK120028467,3172530,3173111,forward,
2600,ECK120027517,,ygiN,ECK120028468,3173142,3173456,forward,
2601,ECK120027518,,nudF-yqiB-cpdA-yqiA-parE,ECK120027968,3173504,3177910,reverse,
2602,ECK120027519,ECK120034938,tolC-ygiABC,ECK120028469,3178012,3181581,forward,3178074.0
2603,ECK120027520,ECK120034310,sroG-ribB,ECK125095157,3183813,3184718,reverse,3184718.0
2604,ECK120027522,,ubiK,ECK125272741,3184840,3185130,forward,
2605,ECK120027523,,ygiL,ECK120028472,3185414,3185965,forward,
2606,ECK120027524,ECK125138133,insC-5CD-5D-5-yqiGHI,ECK120027970,3186040,3191696,forward,3186040.0
2607,ECK120027525,,yqiJK,ECK120028473,3192208,3194525,forward,
2608,ECK120027526,ECK120035120,sibD,ECK125095158,3194721,3194865,reverse,3194865.0
2609,ECK120027527,,rfaE,ECK120028475,3195320,3196753,reverse,
2610,ECK120027528,,ygiF-glnE,ECK120028476,3196801,3200965,reverse,
2611,ECK120027530,ECK120034311,ebgR,ECK120028478,3221437,3222449,forward,3221437.0
2612,ECK120027531,,ygjI,ECK120027971,3226234,3227667,forward,
2613,ECK120027532,,ygjJK,ECK120028479,3227801,3231239,forward,
2614,ECK120027533,ECK125109866,fadH,ECK120028480,3231474,3233683,forward,3231624.0
2615,ECK120027534,ECK125140836,higBA,ECK125108698,3233728,3234521,reverse,3234480.0
2616,ECK120027535,,rlmG,ECK120028482,3234739,3235875,reverse,
2617,ECK120027536,,ygjP,ECK120027972,3235960,3236463,forward,
2618,ECK120027537,,ygjQ,ECK120028483,3236540,3237232,forward,
2619,ECK120027538,ECK120034312,ygjR,ECK120028484,3237282,3238297,forward,3237282.0
2620,ECK120027539,,alx,ECK125134697,3238580,3239545,forward,
2621,ECK120027540,ECK120034313,sstT,ECK120027973,3239863,3241188,forward,3239863.0
2622,ECK120027541,,ygjV,ECK120028486,3241193,3241744,reverse,
2623,ECK120027543,,yqjCDEK,ECK120028487,3248969,3250376,forward,
2624,ECK120027544,,yqjF,ECK120028488,3250562,3250954,forward,
2625,ECK120027545,,yqjG,ECK120027974,3251024,3252010,forward,
2626,ECK120027546,,yhaH,ECK120028489,3252304,3252669,forward,
2627,ECK120027547,,yhaI,ECK120028490,3252911,3253267,forward,
2628,ECK120027548,,yhaKL,ECK120028491,3254319,3255207,forward,
2629,ECK120027549,,yhaOM,ECK120027975,3255341,3258010,reverse,
2630,ECK120027550,,tdcR,ECK120028492,3267380,3267598,forward,
2631,ECK120027551,,yhaBC,ECK120028493,3267854,3269602,forward,
2632,ECK120027552,ECK120033253,prlF-yhaV,ECK125141394,3276972,3277801,forward,3276972.0
2633,ECK120027553,,yraH,ECK120027976,3287426,3288010,forward,
2634,ECK120027554,,yraIJK,ECK120028495,3288090,3292432,forward,
2635,ECK120027555,,yraQ,ECK120028496,3297098,3298138,reverse,
2636,ECK120027556,ECK125135054,yraR,ECK120028497,3298211,3298897,reverse,3298897.0
2637,ECK120027557,ECK120034314,yhbTS,ECK120028498,3300255,3301368,reverse,3301368.0
2638,ECK120027558,,yhbUV,ECK120028389,3301485,3303367,forward,
2639,ECK120027559,,yhbW,ECK120028284,3303448,3304455,forward,
2640,ECK120027560,,deaD,ECK125095394,3305971,3307860,reverse,
2641,ECK120027561,,nlpI,ECK120028286,3308040,3308924,reverse,
2642,ECK120027562,,yhbX,ECK120028287,3319988,3321613,reverse,
2643,ECK120027563,,folP-glmM,ECK120028288,3322733,3324911,reverse,
2644,ECK120027564,,yhbE-obgE,ECK125242765,3330582,3332735,reverse,
2645,ECK120027565,ECK125165400,sfsB,ECK120028290,3334781,3335187,forward,3334858.0
2646,ECK120027566,,murA,ECK125147424,3335235,3336494,reverse,
2647,ECK120027567,ECK125122036,ibaG,ECK125147424,3336549,3337021,reverse,3336886.0
2648,ECK120027568,ECK125257032,mlaFEDCB,ECK125095159,3336963,3340170,reverse,3340121.0
2649,ECK120027569,,elbB-mtgA,ECK120028294,3349081,3350459,reverse,
2650,ECK120027570,,yhcC,ECK120028295,3353121,3354050,reverse,
2651,ECK120027571,,yhcADE_1,ECK125272767,3362112,3365664,forward,
2652,ECK120027572,,yhcE_2F,ECK125272748,3366681,3367642,forward,
2653,ECK120027573,,yhcG,ECK120028298,3367827,3368954,forward,
2654,ECK120027574,,nanR,ECK120028299,3373698,3374489,reverse,
2655,ECK120027575,,zapE,ECK125166133,3378870,3379997,reverse,
2656,ECK120027576,ECK120034318,yhcB,ECK120028301,3380182,3380589,forward,3380182.0
2657,ECK120027577,ECK120034319,degQS,ECK120028302,3380654,3383267,forward,3380654.0
2658,ECK120027578,,yhcN,ECK120028303,3385538,3385801,forward,
2659,ECK120027579,,yhcO,ECK120028304,3385857,3386129,reverse,
2660,ECK120027580,ECK125135055,aaeXAB,ECK120028305,3386221,3389505,reverse,3389430.0
2661,ECK120027581,,tldD,ECK120028306,3390583,3392028,reverse,
2662,ECK120027582,,yhdP,ECK120028307,3392458,3396258,reverse,
2663,ECK120027583,,yhdJ,ECK120028308,3411653,3412537,forward,
2664,ECK120027584,,yhdU,ECK120028309,3412621,3412800,forward,
2665,ECK120027585,,yhdV,ECK120028310,3418390,3418611,forward,
2666,ECK120027586,ECK120033638,trkA,ECK120028311,3436518,3437894,forward,
2667,ECK120027587,ECK120034321,mscL,ECK120028312,3438001,3438434,forward,3438001.0
2668,ECK120027588,ECK125137740,arfA,ECK125134996,3438431,3438673,reverse,3438673.0
2669,ECK120027589,ECK120033617,yhdN-zntR,ECK120028314,3438705,3439546,reverse,3439546.0
2670,ECK120027591,ECK120030208,gspCDEFGHIJKLMO,ECK120028315,3455531,3466220,forward,3455531.0
2671,ECK120027592,,bfd-bfr,ECK120028316,3466249,3466991,reverse,
2672,ECK120027593,ECK120034325,yheO-tusDCB,ECK120028317,3474678,3476506,reverse,3476506.0
2673,ECK120027595,,slyD,ECK120028318,3477907,3478497,reverse,
2674,ECK120027596,,kefGB-yheV,ECK120028319,3478592,3481161,reverse,
2675,ECK120027597,,yheSTU,ECK120028320,3481289,3484436,forward,
2676,ECK120027598,ECK120034327,prkB,ECK120028321,3484311,3485359,forward,3484311.0
2677,ECK120027600,ECK120034328,tsgA,ECK120028322,3492450,3493749,forward,3492519.0
2678,ECK120027601,,yhfL,ECK120028323,3499448,3499615,forward,
2679,ECK120027602,,yhfXW-php-yhfUTS,ECK120028324,3504935,3510976,reverse,
2680,ECK120027603,,yhfZY,ECK120028325,3511060,3512344,reverse,
2681,ECK120027604,,hofQ,ECK120028326,3519465,3520703,reverse,
2682,ECK120027605,ECK125095185,hofMNOP,ECK120030626,3520615,3523019,reverse,3522928.0
2683,ECK120027606,,yrfF,ECK120028328,3526469,3528604,forward,
2684,ECK120027607,ECK120033720,yrfG-hslR,ECK120034098,3528669,3529749,forward,
2685,ECK120027608,,hslO,ECK120034098,3529774,3530652,forward,
2686,ECK120027609,,greB,ECK120028331,3536812,3537288,forward,
2687,ECK120027610,,rpnA,ECK125272719,3543167,3544045,forward,
2688,ECK120027611,,yzgL,ECK120028333,3563724,3564005,reverse,
2689,ECK120027612,,asd,ECK120028334,3573775,3574878,reverse,
2690,ECK120027613,,yhhW,ECK120028335,3578950,3579645,reverse,
2691,ECK120027614,,yhhX,ECK120014463,3579768,3580805,reverse,
2692,ECK120027617,,yhhZ-yrhA-insAB-6A-6B-6,ECK120028336,3581863,3584180,forward,
2693,ECK120027618,,yrhB,ECK120028337,3584759,3585043,forward,
2694,ECK120027619,,rsmD-yhhL,ECK120029504,3604393,3605248,forward,
2695,ECK120027620,,yhhN,ECK120028339,3605751,3606377,forward,
2696,ECK120027621,,yhhQ,ECK120028340,3609217,3609882,forward,
2697,ECK120027622,,dcrB,ECK120028341,3609955,3610512,forward,
2698,ECK120027623,,yhhT,ECK120028342,3611865,3612914,forward,
2699,ECK120027624,,acpT,ECK120028343,3612969,3613556,forward,
2700,ECK120027625,,rhsB,ECK120028344,3619192,3623427,forward,
2701,ECK120027626,,yhhH,ECK120028345,3623399,3623782,forward,
2702,ECK120027627,,yrhC,ECK120028346,3623887,3624132,forward,
2703,ECK120027628,,yhhI,ECK120028347,3624378,3625514,forward,
2704,ECK120027629,,yhiI-rbbA-yhhJ,ECK120028065,3625679,3630602,reverse,
2705,ECK120027630,,yhiJ,ECK120028348,3630968,3632590,reverse,
2706,ECK120027631,,yhiK,ECK120028349,3632852,3633244,reverse,
2707,ECK120027632,ECK120029604,yhiL,ECK120028350,3633220,3634458,reverse,
2708,ECK120027633,,dtpB,ECK120034915,3640862,3642331,forward,
2709,ECK120027634,ECK120033618,prlC-rsmJ,ECK125141395,3642380,3645238,reverse,3645238.0
2710,ECK120027635,ECK120034330,rlmJ,ECK125147430,3645350,3646227,forward,3645350.0
2711,ECK120027636,,gor,ECK120015933,3646299,3647651,forward,
2712,ECK120027637,,yhiS_1,ECK125108714,3651291,3652073,forward,
2713,ECK120027639,,yhiD,ECK120033226,3655255,3655902,reverse,
2714,ECK120027641,ECK120035109,mdtEF,ECK125243344,3659084,3663527,forward,3659084.0
2715,ECK120027642,ECK120030787,ccp,ECK125272760,3667791,3669355,reverse,3669261.0
2716,ECK120027643,ECK125095442,yhjC,ECK120028357,3672136,3673313,forward,3672136.0
2717,ECK120027644,,yhjD,ECK120028068,3673362,3674375,forward,
2718,ECK120027645,,yhjE,ECK120028358,3674786,3676108,forward,
2719,ECK120027646,ECK120033652,yhjG,ECK120028359,3676290,3678412,reverse,3678412.0
2720,ECK120027648,,pdeK,ECK125229287,3683630,3685618,reverse,
2721,ECK120027649,ECK125203424,bcsEFG,ECK120027977,3696443,3699893,forward,3696443.0
2722,ECK120027650,ECK120030796,rdlD,ECK120028361,3700136,3700199,forward,3700136.0
2723,ECK120027651,,yhjV,ECK120028362,3700563,3701834,forward,
2724,ECK120027652,ECK125108721,eptB,ECK120028363,3708784,3710581,reverse,3710581.0
2725,ECK120027654,,yhjY,ECK120028365,3712236,3712934,reverse,
2726,ECK120027655,,tag-yiaC,ECK120027960,3713092,3714092,forward,
2727,ECK120027656,,yiaD,ECK120028366,3716547,3717206,forward,
2728,ECK120027657,,ghrB,ECK120028367,3717310,3718284,forward,
2729,ECK120027658,,ysaB,ECK120028368,3725413,3725712,reverse,
2730,ECK120027659,ECK120033714,yiaA,ECK120028369,3726924,3727361,reverse,
2731,ECK120027660,,yiaB,ECK120027961,3727407,3727748,reverse,
2732,ECK120027661,ECK120034333,avtA,ECK120028370,3739674,3740958,forward,3739674.0
2733,ECK120027662,,ysaA,ECK120030621,3741109,3741582,reverse,
2734,ECK120027663,,yiaWV,ECK120028372,3752963,3754428,reverse,
2735,ECK120027664,,yiaY,ECK120028373,3756676,3757827,reverse,
2736,ECK120027665,ECK120034334,yibF,ECK120027962,3761347,3761975,reverse,3761975.0
2737,ECK120027666,,rhsA-yibA,ECK120028374,3762183,3767179,forward,
2738,ECK120027667,,yibJ,ECK120028375,3767221,3767922,forward,
2739,ECK120027668,,yibG,ECK120028376,3768177,3768638,forward,
2740,ECK120027669,,yibIH,ECK120027963,3770243,3771744,reverse,
2741,ECK120027670,,yibL,ECK120028377,3776665,3777027,forward,
2742,ECK120027671,,trmL,ECK125134984,3781215,3781688,forward,
2743,ECK120027672,ECK125203416,secB-gpsA,ECK125229274,3782642,3784275,reverse,3784203.0
2744,ECK120027673,,grxC,ECK125229274,3784191,3784442,reverse,
2745,ECK120027674,,yibN,ECK125229274,3784584,3785015,reverse,
2746,ECK120027675,ECK120034335,gpmM-envC-yibQ,ECK120030622,3785195,3789060,forward,3785235.0
2747,ECK120027676,ECK120033027,waaH,ECK125160699,3789047,3790276,reverse,3790149.0
2748,ECK120027677,,htrL,ECK120028382,3792826,3793683,reverse,
2749,ECK120027678,ECK120035101,yicC,ECK120028383,3816645,3817603,forward,3816645.0
2750,ECK120027679,ECK120035102,dinD,ECK120028384,3817697,3818584,forward,3817699.0
2751,ECK120027680,,yicG,ECK120028385,3818874,3819491,forward,
2752,ECK120027681,ECK120048894,gmk,ECK120027966,3821388,3822051,forward,3821388.0
2753,ECK120027682,,xanP,ECK125108701,3828945,3830336,forward,
2754,ECK120027683,ECK120034337,yicH,ECK120028387,3830431,3832166,forward,3830431.0
2755,ECK120027684,ECK125108942,selC,ECK120028388,3836198,3836316,forward,3836198.0
2756,ECK120027685,,setC,ECK120028277,3836953,3838137,forward,
2757,ECK120027686,,yicL,ECK120028180,3838248,3839171,forward,
2758,ECK120027687,ECK120030794,nepI,ECK120028181,3840549,3841771,reverse,3841771.0
2759,ECK120027688,,yicN,ECK120028182,3841950,3842402,reverse,
2760,ECK120027689,,adeQ,ECK125165361,3842455,3843789,reverse,
2761,ECK120027690,,yidHGF,ECK120028184,3855114,3856307,reverse,
2762,ECK120027691,,yidKJ,ECK120028185,3856911,3860116,reverse,
2763,ECK120027692,,glvCBG-ysdC,ECK120028186,3861173,3863603,reverse,
2764,ECK120027693,,yidE,ECK120028187,3864612,3866273,reverse,
2765,ECK120027694,,dgoRKADT,ECK120028188,3870438,3875160,reverse,
2766,ECK120027695,,yidA,ECK120028189,3876140,3876952,reverse,
2767,ECK120027696,,yidB,ECK120028190,3877067,3877465,reverse,
2768,ECK120027697,,mnmE,ECK120030623,3886828,3888192,forward,
2769,ECK120027698,,mdtL,ECK120028192,3891615,3892790,forward,
2770,ECK120027699,,yidZ,ECK120028193,3892765,3893724,forward,
2771,ECK120027701,,yieH,ECK120028195,3896774,3897439,forward,
2772,ECK120027702,,cbrB,ECK125134698,3897506,3897973,forward,
2773,ECK120027703,,cbrC,ECK125134698,3898022,3898609,forward,
2774,ECK120027704,,bglH-yieLK,ECK120028198,3898671,3902220,reverse,
2775,ECK120027705,ECK125141559,mnmG-rsmG,ECK125095162,3923057,3925674,reverse,3925674.0
2776,ECK120027706,ECK120034339,mioC,ECK125095162,3926012,3926531,reverse,3926475.0
2777,ECK120027707,ECK120034340,ravA-viaA,ECK120028201,3928152,3931336,reverse,3931128.0
2778,ECK120027708,ECK120034341,kup,ECK120030624,3931103,3933184,forward,3931103.0
2779,ECK120027709,,yieP-hsrA,ECK120028203,3939185,3941327,reverse,
2780,ECK120027710,ECK120034344,ppiC,ECK120028204,3959532,3959841,reverse,3959841.0
2781,ECK120027711,,yifNO,ECK120028205,3960012,3960460,reverse,
2782,ECK120027712,,gpp,ECK120028206,3962745,3964229,reverse,
2783,ECK120027713,,rhlB,ECK120028207,3964365,3965630,reverse,
2784,ECK120027715,ECK125095203,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986,3967794,3980696,forward,3967800.0
2785,ECK120027716,,yifK,ECK120028209,3980887,3982272,forward,
2786,ECK120027717,,yzcX,ECK120028210,3993850,3994335,forward,
2787,ECK120027718,ECK120048896,yifL-dapF-yigA-xerC-yigB,ECK120028211,3994492,3997899,forward,3994492.0
2788,ECK120027719,,yigGF,ECK120028212,4002419,4003193,reverse,
2789,ECK120027720,,rarD,ECK120028213,4003288,4004178,reverse,
2790,ECK120027721,ECK120034346,yigI,ECK120028214,4004230,4004724,reverse,4004724.0
2791,ECK120027722,ECK120049219,pldA,ECK120028215,4004814,4005836,forward,4004814.0
2792,ECK120027723,ECK125257024,recQ,ECK120028216,4005834,4007763,forward,4005836.0
2793,ECK120027724,,rhtC,ECK120028217,4007757,4008377,forward,
2794,ECK120027725,,pldB-yigL,ECK120028218,4009170,4011000,forward,
2795,ECK120027726,,bioP,ECK125272749,4011076,4011975,forward,
2796,ECK120027727,,rmuC,ECK120028220,4017333,4018760,forward,
2797,ECK120027728,ECK125137937,tatABCD,ECK120033103,4021909,4024336,forward,4021909.0
2798,ECK120027729,,tatD,ECK120033103,4023554,4024336,forward,
2799,ECK120027730,,ubiD,ECK120028223,4024988,4026481,forward,
2800,ECK120027731,ECK120034350,pepQ-yigZ-trkH-hemG,ECK120028224,4031147,4035153,forward,4031147.0
2801,ECK120027732,ECK120034352,yihD,ECK120028225,4042049,4042338,forward,4042049.0
2802,ECK120027733,,yihF,ECK120028226,4044199,4045629,forward,
2803,ECK120027735,ECK125109810,yihI,ECK120028227,4051308,4051856,forward,4051308.0
2804,ECK120027736,,bipA,ECK125235987,4058407,4060230,forward,
2805,ECK120027737,,yihLM,ECK120028229,4060447,4062145,forward,
2806,ECK120027738,,yihN,ECK120028230,4062247,4063512,forward,
2807,ECK120027739,,ompL,ECK120028231,4063603,4064295,reverse,
2808,ECK120027740,,yihPO,ECK120028232,4064363,4067194,reverse,
2809,ECK120027741,,yihQ,ECK120028233,4067240,4069276,reverse,
2810,ECK120027742,,yihR,ECK120028234,4069475,4070401,reverse,
2811,ECK120027743,,yihUTS,ECK120028235,4070515,4073571,reverse,
2812,ECK120027744,,yihVW,ECK120028236,4073739,4075454,forward,
2813,ECK120027745,ECK120034353,yihXY-dtd-yiiD,ECK120028237,4075548,4078438,forward,4075548.0
2814,ECK120027746,,yiiE,ECK120028238,4079291,4079509,forward,
2815,ECK120027747,,yiiF,ECK120028239,4079751,4079969,forward,
2816,ECK120027748,,fdhD,ECK120028240,4086016,4086849,forward,
2817,ECK120027749,,yiiG,ECK120028241,4087002,4088057,forward,
2818,ECK120027750,,frvABXR,ECK120028242,4088107,4092823,reverse,
2819,ECK120027751,,kdgT,ECK120028243,4101690,4102673,forward,
2820,ECK120027752,,yiiM,ECK120028244,4102822,4103496,forward,
2821,ECK120027753,,fieF,ECK120028245,4106469,4107371,forward,
2822,ECK120027755,,sbp,ECK120028246,4108834,4109823,forward,
2823,ECK120027756,,yiiQ,ECK120028247,4111615,4112214,reverse,
2824,ECK120027757,,yiiR,ECK120028248,4112315,4112755,forward,
2825,ECK120027762,,yiiX,ECK120028249,4127286,4127894,reverse,
2826,ECK120027763,,yijE,ECK120028250,4136108,4137013,forward,
2827,ECK120027764,,yijF,ECK120028055,4137040,4137657,reverse,
2828,ECK120027765,,ptsA-fsaB-gldA,ECK120028251,4137932,4142221,reverse,
2829,ECK120027766,,frwCB,ECK120028056,4142530,4143944,forward,
2830,ECK120027767,,yijO,ECK120028252,4147466,4148317,reverse,
2831,ECK120027768,,eptC,ECK125160700,4148532,4150265,reverse,
2832,ECK120027770,,fabR-yijD,ECK120028254,4161067,4162130,forward,
2833,ECK120027772,,murB-birA,ECK120028255,4172057,4174047,forward,
2834,ECK120027774,ECK120032983,sroH,ECK120028256,4190327,4190487,reverse,4190487.0
2835,ECK120027776,,nudC-hemE-nfi,ECK120028257,4196903,4199461,forward,
2836,ECK120027777,,yjaG,ECK120028258,4199504,4200094,forward,
2837,ECK120027778,,yjaA,ECK120028058,4213234,4213617,forward,
2838,ECK120027779,,arpA,ECK120028259,4220301,4222487,reverse,
2839,ECK120027780,ECK120034358,yjbB,ECK120028260,4227602,4229362,forward,4227602.0
2840,ECK120027781,,yjbD,ECK120028261,4231359,4231631,reverse,
2841,ECK120027784,ECK120029972,yjbE,ECK120029990,4235642,4236209,forward,4235858.0
2842,ECK120027785,,yjbFGH,ECK120029990,4236262,4239730,forward,
2843,ECK120027786,,xylE,ECK120028264,4240734,4242254,reverse,
2844,ECK120027787,,yjbI,ECK120028265,4250955,4252283,forward,
2845,ECK120027788,ECK120034359,dgkA,ECK120028059,4256608,4257005,forward,4256608.0
2846,ECK120027789,,yjbJ,ECK120028266,4259237,4259446,forward,
2847,ECK120027790,,yjbLM,ECK120028267,4260321,4261306,forward,
2848,ECK120027791,,dusA,ECK120028268,4261669,4262706,forward,
2849,ECK120027792,ECK120034361,dnaB,ECK120028269,4264283,4265729,forward,4264283.0
2850,ECK120027793,,aphA,ECK120028060,4269414,4270127,forward,
2851,ECK120027794,ECK120034364,yjbQR,ECK120028270,4270214,4271014,forward,4270214.0
2852,ECK120027795,ECK125135059,ghxP,ECK125165364,4278321,4279828,forward,4278321.0
2853,ECK120027796,,yjcE,ECK120028272,4279980,4281629,forward,
2854,ECK120027797,,yjcF,ECK120028273,4281783,4283075,reverse,
2855,ECK120027798,,gltP,ECK120028061,4294481,4295794,forward,
2856,ECK120027799,,yjcO,ECK120028274,4296436,4297125,reverse,
2857,ECK120027800,,mdtNOP,ECK120028275,4299564,4304109,reverse,
2858,ECK120027801,ECK120029597,yjcS,ECK120028276,4304612,4306597,reverse,
2859,ECK120027802,,yjdP,ECK120028062,4313868,4314197,forward,
2860,ECK120027803,,yjdN,ECK120028278,4325298,4325741,reverse,
2861,ECK120027804,,yjdM,ECK120028279,4326399,4326734,reverse,
2862,ECK120027805,ECK125109030,crfC-yjcZ,ECK125165365,4327064,4330238,forward,4327064.0
2863,ECK120027806,ECK125138023,adiC,ECK120028063,4335694,4337202,reverse,4337202.0
2864,ECK120027808,,yjdF,ECK120028281,4344929,4345558,reverse,
2865,ECK120027809,,yjdIJ,ECK120028282,4351843,4352357,forward,
2866,ECK120027810,,ghoST,ECK125165359,4352584,4353081,forward,
2867,ECK120027811,,dtpC,ECK125166135,4354954,4356411,reverse,
2868,ECK120027812,,dsbD-yjdC,ECK120028131,4362733,4365042,reverse,
2869,ECK120027813,ECK120034369,yjeI,ECK120028086,4372761,4373162,forward,4372761.0
2870,ECK120027814,,yjeJ,ECK120028087,4373365,4374234,reverse,
2871,ECK120027815,,epmB,ECK125147431,4374629,4375657,reverse,
2872,ECK120027817,,ecnAB,ECK120028089,4376317,4376699,forward,
2873,ECK120027818,ECK120034370,epmA,ECK125147432,4382618,4383620,forward,4382618.0
2874,ECK120027819,,yjeM,ECK120028091,4383839,4385341,forward,
2875,ECK120027820,,yjeNO,ECK120028092,4385393,4386018,forward,
2876,ECK120027822,,rsgA,ECK120028093,4390457,4391509,reverse,
2877,ECK120027823,,orn,ECK120028094,4391604,4392149,forward,
2878,ECK120027824,,yjeT,ECK120028095,4404386,4404583,forward,
2879,ECK120027825,,yjfIJ,ECK125095163,4410133,4411251,forward,
2880,ECK120027826,ECK120033680,yjfKLMC,ECK120028097,4411302,4414191,forward,
2881,ECK120027827,,yjfN,ECK120028098,4416017,4416292,reverse,
2882,ECK120027828,ECK125203432,bsmA,ECK125095411,4416441,4416869,reverse,4416869.0
2883,ECK120027829,,ulaR,ECK120028100,4417698,4418453,reverse,
2884,ECK120027830,,fklB,ECK120028101,4428935,4429555,forward,
2885,ECK120027831,ECK120034374,cycA,ECK120028102,4429780,4431276,forward,4429780.0
2886,ECK120027832,,ytfF,ECK120028103,4432091,4433056,reverse,
2887,ECK120027833,,qorB,ECK125235988,4433164,4434024,reverse,
2888,ECK120027834,,ytfI,ECK120028105,4437707,4438645,forward,
2889,ECK120027835,,ytfL,ECK120028106,4439872,4441215,reverse,
2890,ECK120027836,,tamAB-ytfP,ECK125143517,4442382,4448235,forward,
2891,ECK120027837,,ytfQRT-yjfF,ECK120028108,4449962,4454578,forward,
2892,ECK120027838,ECK120034376,pmbA,ECK120028109,4457945,4459311,forward,4457945.0
2893,ECK120027839,,cybC,ECK120028110,4459553,4459855,forward,
2894,ECK120027840,ECK120034377,ridA,ECK125141396,4470527,4470946,reverse,4470946.0
2895,ECK120027841,,yjgH,ECK120028112,4472814,4473209,reverse,
2896,ECK120027842,ECK125095201,bdcA,ECK125140820,4473340,4474088,reverse,4474064.0
2897,ECK120027843,,bdcR,ECK125140821,4474124,4474717,forward,
2898,ECK120027844,,tabA,ECK125095164,4474862,4475314,forward,
2899,ECK120027845,,yjgL,ECK120028116,4475437,4477251,forward,
2900,ECK120027846,ECK120049220,pepA,ECK120028117,4484440,4486195,reverse,4486139.0
2901,ECK120027847,,lptFG,ECK120034592,4486218,4488400,forward,
2902,ECK120027848,,yjgR,ECK120028119,4488561,4490063,reverse,
2903,ECK120027849,,intB,ECK120028120,4496750,4497940,forward,
2904,ECK120027850,,insC-6CD-6D-6,ECK120028121,4498272,4499500,forward,
2905,ECK120027851,,yjgW,ECK120028122,4499599,4499934,forward,
2906,ECK120027852,,yjgX_3,ECK120028123,4499677,4499919,reverse,
2907,ECK120027853,,yjgX_1X_2,ECK120028124,4500043,4500791,reverse,
2908,ECK120027854,ECK125138075,yjhBC,ECK120028125,4503624,4506405,forward,4504020.0
2909,ECK120027855,,yjhE,ECK120028126,4506861,4507109,forward,
2910,ECK120027856,ECK120033660,insN-2,ECK120028127,4507197,4507463,forward,
2911,ECK120027857,,insMI-3,ECK120028128,4507466,4508942,reverse,
2912,ECK120027859,,insO-2-yjhWV,ECK120028130,4508958,4510133,forward,
2913,ECK120027860,,insB-7_1B-7_2,ECK120028132,4518721,4519224,forward,
2914,ECK120027861,,yjhU,ECK120028133,4519338,4520324,reverse,
2915,ECK120027862,,yjhF,ECK120028134,4520671,4522020,reverse,
2916,ECK120027863,ECK120033718,yjhIHG,ECK120028135,4522127,4525803,reverse,
2917,ECK120027864,,sgcXBCQAER,ECK120028136,4526106,4531651,reverse,
2918,ECK120027865,,yjhP,ECK120028137,4532437,4533183,reverse,
2919,ECK120027866,,topAI-yjhQ,ECK125235989,4533239,4534053,reverse,
2920,ECK120027867,,nanS,ECK125165358,4536614,4537594,reverse,
2921,ECK120027869,,hypT,ECK125160701,4557378,4558289,reverse,
2922,ECK120027870,,yjiHG-iadA,ECK120028141,4558354,4560680,reverse,
2923,ECK120027871,,yjiJ,ECK120028142,4561497,4562675,reverse,
2924,ECK120027872,,yjiK,ECK120028143,4562743,4563603,reverse,
2925,ECK120027873,,yjiML,ECK120028144,4563922,4565850,reverse,
2926,ECK120027874,,mdtM-yjiN,ECK120028145,4565966,4568519,reverse,
