locus_tag,start,stop,strand,gene_name,start_codon_pos
PA4208,4710621,4712084,+,opmD,4710621
PA4209,4712095,4713099,-,phzM,4713099
PA4210,4713796,4714284,+,phzA1,4713796
PA4211,4714314,4714802,+,phzB1,4714314
PA4212,4714826,4716043,+,phzC1,4714826
PA4213,4716040,4716663,+,phzD1,4716040
PA4214,4716660,4718543,+,phzE1,4716660
PA4215,4718557,4719393,+,phzF1,4718557
PA4216,4719419,4720063,+,phzG1,4719419
PA4217,4720301,4721509,+,phzS,4720301
PA4218,4721614,4722858,-,PA4218,4722858
PA4219,4722851,4724356,-,PA4219,4724356
PA4220,4724358,4724639,-,PA4220,4724639
PA4221,4724639,4726801,-,fptA,4726801
PA4222,4726893,4728617,-,PA4222,4728617
PA4223,4728614,4730326,-,PA4223,4730326
PA4224,4730323,4731372,-,pchG,4731372
PA4225,4731369,4736798,-,pchF,4736798
PA4226,4736795,4741111,-,pchE,4741111
PA4227,4741305,4742195,-,pchR,4742195
PA4228,4742424,4744067,+,pchD,4742424
PA4229,4744064,4744819,+,pchC,4744064
PA4230,4744819,4745124,+,pchB,4744819
PA4231,4745121,4746551,+,pchA,4745121
PA4232,4746640,4747137,-,ssb,4747137
PA4233,4747154,4748542,-,PA4233,4748542
PA4234,4748756,4751593,+,uvrA,4748756
PA4235,4751665,4752129,-,bfrA,4752129
PA4236,4752260,4753708,-,katA,4753708
PA4237,4753990,4754379,-,rplQ,4754379
PA4238,4754423,4755424,-,rpoA,4755424
PA4239,4755447,4756067,-,rpsD,4756067
PA4240,4756084,4756473,-,rpsK,4756473
PA4241,4756492,4756848,-,rpsM,4756848
PA4242,4756979,4757095,-,rpmJ,4757095
PA4243,4757124,4758452,-,secY,4758452
PA4244,4758453,4758887,-,rplO,4758887
PA4245,4758891,4759067,-,rpmD,4759067
PA4246,4759070,4759570,-,rpsE,4759570
PA4247,4759574,4759924,-,rplR,4759924
PA4248,4759935,4760468,-,rplF,4760468
PA4249,4760480,4760872,-,rpsH,4760872
PA4250,4761062,4761367,-,rpsN,4761367
PA4251,4761381,4761920,-,rplE,4761920
PA4252,4761940,4762254,-,rplX,4762254
PA4253,4762267,4762635,-,rplN,4762635
PA4254,4762659,4762925,-,rpsQ,4762925
PA4255,4762928,4763119,-,rpmC,4763119
PA4256,4763119,4763532,-,rplP,4763532
PA4257,4763544,4764230,-,rpsC,4764230
PA4258,4764243,4764575,-,rplV,4764575
PA4259,4764588,4764863,-,rpsS,4764863
PA4260,4764880,4765701,-,rplB,4765701
PA4261,4765713,4766012,-,rplW,4766012
PA4262,4766009,4766611,-,rplD,4766611
PA4263,4766625,4767260,-,rplC,4767260
PA4264,4767343,4767654,-,rpsJ,4767654
PA4265,4767811,4769004,-,tufA,4769004
PA4266,4769035,4771155,-,fusA1,4771155
PA4267,4771186,4771656,-,rpsG,4771656
PA4268,4771756,4772127,-,rpsL,4772127
PA4269,4772279,4776478,-,rpoC,4776478
PA4270,4776544,4780617,-,rpoB,4780617
PA4270.1,4780768,4780833,-,PA4270.1,4780833
PA4271,4780839,4781207,-,rplL,4781207
PA4272,4781286,4781786,-,rplJ,4781786
PA4272.1,4781786,4781978,+,PA4272.1,4781786
PA4273,4781985,4782680,-,rplA,4782680
PA4274,4782680,4783111,-,rplK,4783111
PA4275,4783228,4783761,-,nusG,4783761
PA4276,4783771,4784139,-,secE,4784139
PA4276.1,4784184,4784259,-,PA4276.1,4784259
PA4277,4784316,4785509,-,tufB,4785509
PA4277.1,4785593,4785668,-,PA4277.1,4785668
PA4277.2,4785688,4785761,-,PA4277.2,4785761
PA4277.3,4785788,4785872,-,PA4277.3,4785872
PA4278,4786021,4786725,-,PA4278,4786725
PA4279,4786734,4787480,-,PA4279,4787480
PA4280,4787477,4788415,-,birA,4788415
PA4280.1,4788574,4788693,-,PA4280.1,4788693
PA4280.2,4788836,4791724,-,PA4280.2,4791724
PA4280.3,4791951,4792026,-,PA4280.3,4792026
PA4280.4,4792055,4792131,-,PA4280.4,4792131
PA4280.5,4792196,4793731,-,PA4280.5,4793731
PA4281,4794404,4795633,+,sbcD,4794404
PA4282,4795642,4799277,+,PA4282,4795642
PA4283,4799299,4801464,-,recD,4801464
PA4284,4801461,4805198,-,recB,4805198
PA4285,4805195,4808710,-,recC,4808710
PA4286,4808751,4809434,-,PA4286,4809434
PA4287,4809547,4810437,-,PA4287,4810437
PA4288,4810538,4811341,+,PA4288,4810538
PA4289,4811396,4812601,+,PA4289,4811396
PA4290,4812598,4814214,-,PA4290,4814214
PA4291,4814213,4814899,+,PA4291,4814213
PA4292,4815043,4816512,+,PA4292,4815043
PA4293,4816580,4819348,-,pprA,4819348
PA4294,4819358,4819864,-,PA4294,4819864
PA4295,4819928,4820410,+,fppA,4819928
PA4296,4820532,4821359,+,pprB,4820532
PA4297,4821385,4823055,-,tadG,4823055
PA4298,4823080,4823364,-,PA4298,4823364
PA4299,4823387,4824124,-,tadD,4824124
PA4300,4824121,4825032,-,tadC,4825032
PA4301,4825042,4825926,-,tadB,4825926
PA4302,4825923,4827188,-,tadA,4827188
PA4303,4827185,4828369,-,tadZ,4828369
PA4304,4828379,4829629,-,rcpA,4829629
PA4305,4829643,4830554,-,rcpC,4830554
PA4306,4830964,4831182,+,flp,4830964
PA4307,4831372,4833270,+,pctC,4831372
PA4308,4833374,4834864,-,PA4308,4834864
PA4309,4835264,4837153,+,pctA,4835264
PA4310,4837390,4839279,+,pctB,4837390
PA4311,4839597,4840712,+,PA4311,4839597
PA4312,4840705,4841466,+,PA4312,4840705
PA4313,4841463,4842464,+,PA4313,4841463
PA4313a,4842439,4842651,-,PA4313a,4842651
PA4314,4842701,4843552,-,purU1,4843552
PA4315,4843812,4844186,+,mvaT,4843812
PA4316,4844271,4845713,-,sbcB,4845713
PA4317,4845938,4846675,+,PA4317,4845938
PA4318,4846713,4847510,+,PA4318,4846713
PA4319,4847507,4848487,+,PA4319,4847507
PA4320,4848474,4850045,+,PA4320,4848474
PA4321,4850042,4851313,+,PA4321,4850042
PA4322,4851310,4852317,+,PA4322,4851310
PA4323,4852314,4853645,+,PA4323,4852314
PA4324,4853650,4854009,-,PA4324,4854009
PA4325,4854070,4854492,-,PA4325,4854492
PA4326,4854595,4854978,-,PA4326,4854978
PA4327,4855072,4855878,+,PA4327,4855072
PA4328,4855963,4856877,+,PA4328,4855963
PA4329,4856960,4858411,+,pykA,4856960
PA4330,4858490,4859263,-,PA4330,4859263
PA4331,4859329,4860255,-,PA4331,4860255
PA4332,4860248,4861375,-,PA4332,4861375
PA4333,4861653,4863176,+,PA4333,4861653
PA4334,4863273,4864529,-,PA4334,4864529
PA4335,4864665,4864973,-,PA4335,4864973
PA4336,4864994,4865578,-,PA4336,4865578
PA4337,4865682,4866293,-,PA4337,4866293
PA4338,4866387,4867667,-,PA4338,4867667
PA4339,4867767,4868846,-,PA4339,4868846
PA4340,4868921,4869493,-,PA4340,4869493
PA4341,4869558,4870328,-,PA4341,4870328
PA4342,4870428,4871912,-,PA4342,4871912
PA4343,4871913,4873232,-,PA4343,4873232
PA4344,4873270,4874490,-,PA4344,4874490
PA4345,4874655,4875245,-,PA4345,4875245
PA4346,4875306,4875641,-,PA4346,4875641
PA4347,4875638,4876792,-,PA4347,4876792
PA4348,4876821,4877606,-,PA4348,4877606
PA4349,4877691,4878587,-,PA4349,4878587
PA4350,4878790,4879545,+,PA4350,4878790
PA4351,4879545,4880321,+,PA4351,4879545
PA4352,4880318,4881178,-,PA4352,4881178
PA4353,4881328,4881900,-,PA4353,4881900
PA4354,4882053,4882355,+,PA4354,4882053
PA4355,4882404,4883570,+,PA4355,4882404
PA4356,4883607,4884659,+,xenB,4883607
PA4357,4884719,4884961,-,PA4357,4884961
PA4358,4884961,4887261,-,PA4358,4887261
PA4359,4887279,4887506,-,PA4359,4887506
PA4360a,4888848,4889111,+,PA4360a,4888848
PA4361,4889112,4890101,-,PA4361,4890101
PA4362,4890286,4891344,+,PA4362,4890286
PA4363,4891345,4892247,-,iciA,4892247
PA4364,4892345,4892746,+,PA4364,4892345
PA4365,4892748,4893350,+,PA4365,4892748
PA4366,4893697,4894278,+,sodB,4893697
PA4367,4894459,4896522,+,bifA,4894459
PA4368,4896523,4897425,-,PA4368,4897425
PA4369,4897427,4897999,-,PA4369,4897999
PA4370,4898193,4899533,+,icmP,4898193
PA4371,4899696,4901117,+,PA4371,4899696
PA4372,4901127,4902191,+,PA4372,4901127
PA4373,4902202,4903296,+,PA4373,4902202
PA4374,4903466,4904596,+,PA4374,4903466
PA4375,4904647,4907703,+,PA4375,4904647
PA4376,4907841,4909037,+,pncB2,4907841
PA4377,4909162,4909404,-,PA4377,4909404
PA4378,4909401,4910105,-,inaA,4910105
PA4379,4910108,4910791,-,PA4379,4910791
PA4380,4910871,4912151,-,PA4380,4912151
PA4381,4912141,4912824,-,PA4381,4912824
PA4382,4913041,4913835,+,PA4382,4913041
PA4383,4914127,4914510,-,PA4383,4914510
PA4384,4914739,4915425,+,PA4384,4914739
PA4385,4915481,4917124,-,groEL,4917124
PA4386,4917175,4917468,-,groES,4917468
PA4387,4917663,4918130,-,PA4387,4918130
PA4388,4918199,4918933,-,PA4388,4918933
PA4389,4919042,4919800,+,speA,4919042
PA4390,4919859,4920866,-,PA4390,4920866
PA4391,4920981,4921982,-,PA4391,4921982
PA4392,4921981,4922364,+,PA4392,4921981
PA4393,4922407,4924191,+,ampG,4922407
PA4394,4924247,4925083,-,PA4394,4925083
PA4395,4925316,4925795,-,PA4395,4925795
PA4396,4925899,4926999,+,PA4396,4925899
PA4397,4927036,4927947,+,panE,4927036
PA4398,4927998,4930094,+,PA4398,4927998
PA4399,4930099,4930677,+,PA4399,4930099
PA4400,4930748,4931695,-,PA4400,4931695
PA4401,4931746,4932381,-,PA4401,4932381
PA4402,4932502,4933719,-,argJ,4933719
PA4403,4933866,4936616,-,secA,4936616
PA4404,4936750,4937673,-,PA4404,4937673
PA4405,4937820,4938215,+,PA4405,4937820
PA4406,4938276,4939187,-,lpxC,4939187
PA4406.1,4939194,4939277,-,PA4406.1,4939277
PA4407,4939300,4940484,-,ftsZ,4940484
PA4408,4940535,4941788,-,ftsA,4941788
PA4409,4941810,4942673,-,ftsQ,4942673
PA4410,4942677,4943636,-,ddlB,4943636
PA4411,4943633,4945075,-,murC,4945075
PA4412,4945068,4946141,-,murG,4946141
PA4413,4946131,4947330,-,ftsW,4947330
PA4414,4947330,4948676,-,murD,4948676
PA4415,4948690,4949772,-,mraY,4949772
PA4416,4949772,4951148,-,murF,4951148
PA4417,4951141,4952604,-,murE,4952604
PA4418,4952604,4954343,-,ftsI,4954343
PA4419,4954340,4954633,-,ftsL,4954633
PA4420,4954630,4955571,-,PA4420,4955571
PA4421,4955574,4956029,-,PA4421,4956029
PA4421.1,4956328,4956536,+,rnpB,4956328
PA4422,4956734,4957582,-,PA4422,4957582
PA4423,4957709,4959523,+,PA4423,4957709
PA4424,4959520,4959897,+,PA4424,4959520
PA4425,4959926,4960519,+,PA4425,4959926
PA4426,4960516,4961094,+,PA4426,4960516
PA4427,4961151,4961558,-,sspB,4961558
PA4428,4961570,4962187,-,sspA,4962187
PA4429,4962273,4963055,-,PA4429,4963055
PA4430,4963055,4964266,-,PA4430,4964266
PA4431,4964266,4964859,-,PA4431,4964859
PA4432,4965109,4965501,-,rpsI,4965501
PA4433,4965516,4965944,-,rplM,4965944
PA4434,4966190,4967227,+,PA4434,4966190
PA4435,4967313,4968458,-,PA4435,4968458
PA4436,4968712,4969611,+,PA4436,4968712
PA4437,4969770,4970732,+,PA4437,4969770
PA4438,4970797,4971891,-,PA4438,4971891
PA4439,4971986,4973332,-,trpS,4973332
PA4440,4973400,4974029,-,PA4440,4974029
PA4441,4974174,4974620,+,PA4441,4974174
PA4442,4974694,4976595,-,cysN,4976595
PA4443,4976607,4977524,-,cysD,4977524
PA4444,4977869,4978972,+,mltB1,4977869
PA4445,4978959,4979717,-,PA4445,4979717
PA4446,4979834,4981003,+,algW,4979834
PA4447,4981046,4982101,-,hisC1,4982101
PA4448,4982104,4983426,-,hisD,4983426
PA4449,4983552,4984187,-,hisG,4984187
PA4450,4984205,4985470,-,murA,4985470
PA4451,4985491,4985730,-,PA4451,4985730
PA4451.1,4985782,4985843,-,PA4451.1,4985843
PA4452,4985847,4986155,-,PA4452,4986155
PA4453,4986152,4986799,-,PA4453,4986799
PA4454,4986811,4987284,-,PA4454,4987284
PA4455,4987285,4988082,-,PA4455,4988082
PA4456,4988082,4988891,-,PA4456,4988891
PA4457,4989305,4990285,+,PA4457,4989305
PA4458,4990285,4990824,+,PA4458,4990285
PA4459,4990833,4991405,+,PA4459,4990833
PA4460,4991392,4991919,+,PA4460,4991392
PA4461,4991919,4992644,+,PA4461,4991919
PA4462,4992870,4994363,+,rpoN,4992870
PA4463,4994441,4994749,+,PA4463,4994441
PA4464,4994763,4995227,+,ptsN,4994763
PA4465,4995229,4996089,+,PA4465,4995229
PA4466,4996119,4996391,+,PA4466,4996119
PA4467,4996488,4997420,-,PA4467,4997420
PA4468,4997439,4998050,-,sodM,4998050
PA4469,4998063,4998512,-,PA4469,4998512
PA4470,4998540,4999916,-,fumC1,4999916
PA4471,4999909,5000304,-,PA4471,5000304
PA4472,5000452,5001801,-,pmbA,5001801
PA4473,5001822,5002424,+,PA4473,5001822
PA4474,5002455,5003897,-,PA4474,5003897
PA4475,5003900,5004748,-,PA4475,5004748
PA4476,5004798,5008628,-,PA4476,5008628
PA4477,5008643,5010100,-,cafA,5010100
PA4478,5010134,5010739,-,PA4478,5010739
PA4479,5010828,5011322,-,mreD,5011322
PA4480,5011322,5012314,-,mreC,5012314
PA4481,5012394,5013431,-,mreB,5013431
PA4482,5013671,5013961,+,gatC,5013671
PA4483,5013974,5015428,+,gatA,5013974
PA4484,5015535,5016980,+,gatB,5015535
PA4485,5017040,5017417,+,PA4485,5017040
PA4486,5017449,5017835,+,PA4486,5017449
PA4487,5017960,5018751,-,PA4487,5018751
PA4488,5018756,5020405,-,PA4488,5020405
PA4489,5020402,5024952,-,PA4489,5024952
PA4490,5024979,5025617,-,PA4490,5025617
PA4491,5025614,5027383,-,PA4491,5027383
PA4492,5027422,5028231,-,PA4492,5028231
PA4493,5028394,5028954,-,roxR,5028954
PA4494,5028980,5030248,-,roxS,5030248
PA4495,5030525,5031235,+,PA4495,5030525
PA4496,5031488,5033101,+,PA4496,5031488
PA4497,5033194,5034792,+,PA4497,5033194
PA4498,5034860,5036077,-,PA4498,5036077
PA4499,5036245,5036808,+,PA4499,5036245
PA4500,5037074,5038675,+,PA4500,5037074
PA4501,5038901,5040355,+,opdP,5038901
PA4502,5040405,5042000,+,PA4502,5040405
PA4503,5042068,5043078,+,PA4503,5042068
PA4504,5043090,5044001,+,PA4504,5043090
PA4505,5044054,5045028,+,PA4505,5044054
PA4506,5045028,5045999,+,PA4506,5045028
PA4507,5046032,5046664,-,PA4507,5046664
PA4508,5046806,5047279,+,PA4508,5046806
PA4509,5047284,5048213,-,PA4509,5048213
PA4510,5048210,5048887,-,PA4510,5048887
PA4511,5048884,5049639,-,PA4511,5049639
PA4512,5049769,5050668,+,lpxO1,5049769
PA4513,5050848,5053400,-,PA4513,5053400
PA4514,5053616,5055877,-,PA4514,5055877
PA4515,5056095,5056775,+,PA4515,5056095
PA4516,5056778,5057593,+,PA4516,5056778
PA4517,5057716,5059518,+,PA4517,5057716
PA4518,5059574,5059999,-,PA4518,5059999
PA4519,5060115,5061278,-,speC,5061278
PA4520,5061730,5063751,-,PA4520,5063751
PA4521,5063941,5064777,-,PA4521,5064777
PA4522,5064774,5065340,-,ampD,5065340
PA4523,5065491,5067746,-,PA4523,5067746
PA4524,5068032,5068880,+,nadC,5068032
PA4524.1,5068932,5069007,-,PA4524.1,5069007
PA4525,5069082,5069531,-,pilA,5069531
PA4526,5069763,5071463,+,pilB,5069763
PA4528,5072695,5073567,+,pilD,5072695
PA4529,5073564,5074175,+,coaE,5073564
PA4530,5074172,5074372,+,PA4530,5074172
PA4531,5074409,5074618,-,PA4531,5074618
PA4532,5074724,5075413,-,PA4532,5075413
PA4533,5075410,5075880,-,PA4533,5075880
PA4534,5075877,5076302,-,PA4534,5076302
PA4535,5076435,5077064,+,PA4535,5076435
PA4536,5077061,5077510,+,PA4536,5077061
PA4537,5077536,5077706,+,PA4537,5077536
PA4538,5077770,5079077,+,ndh,5077770
PA4539,5079117,5080208,-,PA4539,5080208
PA4540,5080757,5082394,+,PA4540,5080757
PA4541,5082443,5086696,+,PA4541,5082443
PA4541.1,5086925,5087000,-,PA4541.1,5087000
PA4541.2,5087011,5087087,-,PA4541.2,5087087
PA4541.3,5087097,5087172,-,PA4541.3,5087172
PA4542,5087408,5089972,-,clpB,5089972
PA4543,5090128,5090856,-,PA4543,5090856
PA4544,5090853,5091815,-,rluD,5091815
PA4545,5091961,5092986,+,comL,5091961
PA4546,5093378,5094970,+,pilS,5093378
PA4547,5094985,5096322,+,pilR,5094985
PA4548,5096368,5097462,-,PA4548,5097462
PA4549,5097597,5098106,+,fimT,5097597
PA4550,5098212,5098718,+,fimU,5098212
PA4551,5098709,5099266,+,pilV,5098709
PA4552,5099263,5100087,+,pilW,5099263
PA4553,5100084,5100671,+,pilX,5100084
PA4554,5100683,5104168,+,pilY1,5100683
PA4555,5104170,5104517,+,pilY2,5104170
PA4556,5104514,5104939,+,pilE,5104514
PA4557,5104986,5105930,-,lytB,5105930
PA4558,5106016,5106456,-,PA4558,5106456
PA4559,5106449,5106958,-,lspA,5106958
PA4560,5106951,5109782,-,ileS,5109782
PA4561,5109806,5110744,-,ribF,5110744
PA4562,5110841,5112379,-,PA4562,5112379
PA4563,5112663,5112938,+,rpsT,5112663
PA4564,5113005,5113469,-,PA4564,5113469
PA4565,5113481,5114599,-,proB,5114599
PA4566,5114670,5115890,-,obg,5115890
PA4567,5116032,5116289,-,rpmA,5116289
PA4568,5116313,5116624,-,rplU,5116624
PA4569,5116865,5117833,+,ispB,5116865
PA4570,5117971,5118195,+,PA4570,5117971
PA4571,5118538,5120565,+,PA4571,5118538
PA4572,5120635,5121252,-,fklB,5121252
PA4573,5121337,5121642,-,PA4573,5121642
PA4574,5121899,5122387,-,PA4574,5122387
PA4575,5122561,5122902,-,PA4575,5122902
PA4576,5123053,5125506,-,PA4576,5125506
PA4577,5125605,5125931,-,PA4577,5125931
PA4578,5126166,5126654,+,PA4578,5126166
PA4579,5126713,5128569,+,PA4579,5126713
PA4580,5128563,5129117,-,PA4580,5129117
PA4581,5129173,5130768,-,rtcR,5130768
PA4581.1,5131082,5131155,+,PA4581.1,5131082
PA4582,5131428,5132573,+,PA4582,5131428
PA4583,5132629,5133843,+,PA4583,5132629
PA4584,5133880,5134692,+,PA4584,5133880
PA4585,5134689,5135714,+,rtcA,5134689
PA4586,5135816,5136193,+,PA4586,5135816
PA4587,5136317,5137357,+,ccpR,5136317
PA4588,5137417,5138754,-,gdhA,5138754
PA4589,5139050,5140441,-,PA4589,5140441
PA4590,5140701,5141189,-,pra,5141189
PA4591,5141786,5143063,-,PA4591,5143063
PA4592,5143053,5144534,-,PA4592,5144534
PA4593,5144527,5145720,-,PA4593,5145720
PA4594,5145717,5146403,-,PA4594,5146403
PA4595,5146907,5148571,-,PA4595,5148571
PA4596,5149064,5149582,+,PA4596,5149064
PA4597,5149633,5151072,-,oprJ,5151072
PA4598,5151078,5154209,-,mexD,5154209
PA4599,5154237,5155400,-,mexC,5155400
PA4600,5155561,5156124,+,nfxB,5155561
PA4601,5156368,5160615,+,morA,5156368
PA4602,5160738,5161991,+,glyA3,5160738
PA4603,5162069,5162449,-,PA4603,5162449
PA4604,5162472,5163476,-,PA4604,5163476
PA4605,5163536,5163739,-,PA4605,5163739
PA4606,5163788,5165854,-,PA4606,5165854
PA4607,5166191,5166697,-,PA4607,5166697
PA4608,5166900,5167277,+,PA4608,5166900
PA4609,5167284,5168645,-,radA,5168645
PA4610,5168755,5169189,+,PA4610,5168755
PA4611,5169251,5169505,-,PA4611,5169505
PA4612,5169580,5170131,-,PA4612,5170131
PA4613,5170185,5171726,-,katB,5171726
PA4614,5172253,5172666,+,mscL,5172253
PA4615,5172771,5173547,-,PA4615,5173547
PA4616,5173654,5174652,-,PA4616,5174652
PA4617,5174980,5176104,+,PA4617,5174980
PA4618,5176680,5177651,-,PA4618,5177651
PA4619,5177655,5178902,-,PA4619,5178902
PA4620,5178905,5179444,-,PA4620,5179444
PA4621,5179437,5182268,-,PA4621,5182268
PA4622,5182579,5183790,+,PA4622,5182579
PA4623,5183950,5184339,-,PA4623,5184339
PA4624,5184642,5186348,-,PA4624,5186348
PA4625,5186411,5192875,-,PA4625,5192875
PA4626,5193196,5194167,+,hprA,5193196
PA4627,5194277,5195275,+,PA4627,5194277
PA4628,5195370,5196833,+,lysP,5195370
PA4629,5197186,5197764,+,PA4629,5197186
PA4630,5197881,5198324,+,PA4630,5197881
PA4631,5198334,5199359,-,PA4631,5199359
PA4632,5199503,5200324,-,PA4632,5200324
PA4633,5200487,5202625,+,PA4633,5200487
PA4634,5202628,5203242,-,PA4634,5203242
PA4635,5203668,5204372,+,PA4635,5203668
PA4635a,5204385,5204648,-,PA4635a,5204648
PA4636a,5204648,5204830,-,PA4636a,5204830
PA4636,5204928,5206088,+,PA4636,5204928
PA4637,5206209,5206487,-,PA4637,5206487
PA4637a,5206720,5207007,-,PA4637a,5207007
PA4639,5207035,5207622,-,PA4639,5207622
PA4640,5208464,5209987,+,mqoB,5208464
PA4642,5210706,5210996,-,PA4642,5210996
PA4643,5211079,5211564,-,PA4643,5211564
PA4644,5211632,5212105,-,PA4644,5212105
PA4645,5212107,5212664,-,PA4645,5212664
PA4646,5212833,5213471,+,upp,5212833
PA4647,5213474,5214757,+,uraA,5213474
PA4648,5215091,5215639,+,PA4648,5215091
PA4649,5215670,5216203,+,PA4649,5215670
PA4650,5216203,5216745,+,PA4650,5216203
PA4651,5216764,5217552,+,PA4651,5216764
PA4652,5217569,5219941,+,PA4652,5217569
PA4653,5219938,5220885,+,PA4653,5219938
PA4654,5220887,5222260,-,PA4654,5222260
PA4655,5222540,5223562,-,hemH,5223562
PA4656,5223559,5224476,-,PA4656,5224476
PA4657,5224890,5225873,+,PA4657,5224890
PA4658,5226026,5226982,+,PA4658,5226026
PA4659,5226992,5227891,+,PA4659,5226992
PA4660,5227888,5229333,+,phr,5227888
PA4661,5229459,5229980,-,pagL,5229980
PA4662,5230114,5230911,-,murI,5230911
PA4663,5230901,5231659,-,moeB,5231659
PA4664,5231653,5232483,-,hemK,5232483
PA4665,5232485,5233567,-,prfA,5233567
PA4666,5233585,5234853,-,hemA,5234853
PA4667,5234997,5236769,+,PA4667,5234997
PA4668,5236774,5237391,+,PA4668,5236774
PA4669,5237393,5238241,+,ipk,5237393
PA4669.1,5238277,5238351,+,PA4669.1,5238277
PA4670,5238408,5239349,+,prs,5238408
PA4671,5239466,5240080,+,PA4671,5239466
PA4672,5240122,5240706,+,PA4672,5240122
PA4673,5240747,5241847,+,PA4673,5240747
PA4673.1,5242026,5242102,+,PA4673.1,5242026
PA4674,5242254,5242559,-,PA4674,5242559
PA4675,5243178,5245406,+,PA4675,5243178
PA4676,5245476,5246123,-,PA4676,5246123
PA4677,5246185,5247423,-,PA4677,5247423
PA4678,5247622,5248074,-,rimI,5248074
PA4679,5248071,5248772,-,PA4679,5248772
PA4680,5249032,5249568,-,PA4680,5249568
PA4681,5249599,5250618,-,PA4681,5250618
PA4682,5250620,5251666,-,PA4682,5251666
PA4683,5251871,5252473,-,PA4683,5252473
PA4684,5252758,5254056,+,PA4684,5252758
PA4685,5254046,5254741,+,PA4685,5254046
PA4686,5254738,5257584,+,PA4686,5254738
PA4687,5257696,5258703,+,hitA,5257696
PA4688,5258724,5260262,+,hitB,5258724
PA4689,5260343,5262649,-,PA4689,5262649
PA4690,5262642,5263262,-,PA4690,5263262
PA4690a,5263249,5263956,-,PA4690a,5263956
PA4690.1,5264100,5264219,-,PA4690.1,5264219
PA4690.2,5264362,5267252,-,PA4690.2,5267252
PA4690.3,5267479,5267554,-,PA4690.3,5267554
PA4690.4,5267583,5267659,-,PA4690.4,5267659
PA4690.5,5267724,5269259,-,PA4690.5,5269259
PA4691,5269803,5270411,-,PA4691,5270411
PA4692,5270411,5271424,-,PA4692,5271424
PA4693,5271485,5272300,-,pssA,5272300
PA4694,5272455,5273471,-,ilvC,5273471
PA4695,5273514,5274005,-,ilvH,5274005
PA4696,5274008,5275732,-,ilvI,5275732
PA4697,5276283,5276735,+,PA4697,5276283
PA4698,5276843,5277172,-,PA4698,5277172
PA4699,5277172,5277951,-,PA4699,5277951
PA4700,5277968,5280292,-,mrcB,5280292
PA4701,5280505,5282067,+,PA4701,5280505
PA4702,5282159,5282506,+,PA4702,5282159
PA4703,5282732,5283004,+,PA4703,5282732
PA4704,5283109,5283906,+,cbpA,5283109
PA4704.1,5283960,5284110,+,prrF1,5283960
PA4704.2,5284172,5284319,+,prrF2,5284172
PA4705,5284370,5285257,-,PA4705,5285257
PA4706,5285268,5286035,-,PA4706,5286035
PA4707,5286035,5287018,-,PA4707,5287018
PA4708,5287069,5287962,-,phuT,5287962
PA4709,5287972,5289036,-,PA4709,5289036
PA4710,5289217,5291511,+,phuR,5289217
PA4711,5291614,5291961,+,PA4711,5291614
PA4712,5292042,5292554,+,PA4712,5292042
PA4713,5292558,5293007,-,PA4713,5293007
PA4714,5293257,5293706,+,PA4714,5293257
PA4715,5293765,5295000,-,PA4715,5295000
PA4716,5295170,5296024,+,PA4716,5295170
PA4717,5296092,5296985,+,PA4717,5296092
PA4718,5297007,5297483,-,PA4718,5297483
PA4719,5297897,5299192,+,PA4719,5297897
PA4720,5299189,5300280,+,trmA,5299189
PA4721,5300314,5301021,-,PA4721,5301021
PA4722,5301021,5302193,-,PA4722,5302193
PA4723,5302386,5302832,+,dksA,5302386
PA4724,5302900,5303781,+,PA4724,5302900
PA4724.1,5303851,5304027,+,PA4724.1,5303851
PA4725,5304011,5306962,+,cbrA,5304011
PA4726,5306989,5308425,+,cbrB,5306989
PA4726.1,5308433,5308493,+,PA4726.1,5308433
PA4726.11,5308587,5308993,+,crcZ,5308587
PA4726.2,5308743,5308964,-,PA4726.2,5308964
PA4727,5309326,5310729,+,pcnB,5309326
PA4728,5310726,5311214,+,folK,5310726
PA4729,5311464,5312264,+,panB,5311464
PA4730,5312261,5313112,+,panC,5312261
PA4731,5313206,5313586,+,panD,5313206
PA4732,5313676,5315340,+,pgi,5313676
PA4733,5315534,5317471,+,acsB,5315534
PA4734,5317569,5318450,+,PA4734,5317569
PA4735,5318575,5321841,+,PA4735,5318575
PA4736,5321846,5322139,+,PA4736,5321846
PA4737,5322136,5322450,+,PA4737,5322136
PA4738,5322510,5322707,-,PA4738,5322707
PA4739,5322757,5323101,-,PA4739,5323101
PA4740,5323374,5325479,-,pnp,5325479
PA4741,5325653,5325922,-,rpsO,5325922
PA4742,5326018,5326932,-,truB,5326932
PA4743,5326935,5327324,-,rbfA,5327324
PA4744,5327427,5329949,-,infB,5329949
PA4745,5329977,5331458,-,nusA,5331458
PA4746,5331503,5331961,-,PA4746,5331961
PA4746.1,5332087,5332163,-,PA4746.1,5332163
PA4746.2,5332254,5332339,-,PA4746.2,5332339
PA4747,5332354,5332743,-,secG,5332743
PA4748,5332746,5333501,-,tpiA,5333501
PA4749,5333567,5334904,-,glmM,5334904
PA4750,5334921,5335772,-,folP,5335772
PA4751,5335782,5337701,-,ftsH,5337701
PA4752,5337900,5338523,-,ftsJ,5338523
PA4753,5338618,5338932,+,PA4753,5338618
PA4754,5338973,5339380,-,PA4754,5339380
PA4755,5339391,5339867,-,greA,5339867
